ASIN,ProductName,ProfileName,Stars,ReviewTitle,ReviewDate,Review,URL
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",satveersingh,5.0,suitable for acne prone skin,"October 31, 2020",excellent product,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Eleanor,5.0,"LOVE IT for anyone dealing with ""maskne""","October 14, 2020","Face masks for COVID were wreaking havoc on my skin. I started using this Vichy lotion and cleanser and I am ASTOUNDED by how much better my skin is doing. It feels lovely on, nice and light, soft grassy sort of smell and my skin is 1,000x better. I am a huge fan.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",MarcoP.,,Spedizione rapida e ottimo l'imballaggio,"April 29, 2020",Crema viso per la mogliettina.Non ho idea della sua utilità ma io le comprerei tutta la Vichy se è felice ❤️.Sembra comunque soddisfatta dell'acquisto.,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Valeria Urbina,,Combate la producción de sebo super bien,"January 14, 2020","Lo estoy usando por indicaciones de mi dermatologa y la verdad estoy encantada, soy piel grasa y la verdad que de estarlo usando un poco más de un mes, estoy notando resultados, esta crema hidrata super bien y lo mejor es el control de sebo, eso es lo que me hace muy feliz, un excelente producto. No olviden que es necesario acudir con el derma para que los diseñe una rutina adecuada a nuestras necesidades.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Serduszko,,"Sehr positiv überrascht, Kaufempfehlung!","February 29, 2020","Kurze Vorgeschichte: Ich habe Pickel und Unreinheiten seit ich 10 Jahre alt bin, war schon bei verschiedenen Hautärzten, sogar mit Strahlentherapie und habe allmögliche Produkte in den letzten 17 Jahren (heute bin ich 27 J.). ausprobiert. Von Masken, bis teure Cremes aus der Apotheke bis hin zu Kosmetik Behandlungen.Ich habe nicht viel Hoffnung in dieses Produkt gesetzt, wollte es jedoch gerne mal ausprobieren.Ich reinige 2x täglich mein Gesicht mit klarem Wasser (auf viele Reinigungsprodukte reagiere ich allergisch oder vertrage ich nicht). Habe nach jeder Reinigung dieses Produkt aufgetragen.Meine Erfahrungen: Es ist kein Wunderheilmittel. Ich habe einfach sehr unreine und schwierige Haut. Damit werde ich leben müssen. Dennoch ist meine Haut deutlich schöner als vorher. Meine Haut ist nicht so trocken, ist durch dieses Produkt weicher und glatter. Meine Unreinheiten entzünden sich kaum noch, meine Haut wirkt nicht mehr so strapaziert.Ich hatte nicht viel Hoffnung rein gesetzt und benutze es jetzt seit ca. 6 Wochen und meine Haut sieht wirklich gut aus - im Vergleich zu vorher. Ich bin wirklich sehr zufrieden, da ich auf sowas wirklich sehr lange gewartet habe. Ich kann die Creme als gute Basis benutzten um Make-Up auftragen. Der Geruch ist angenehm; zwischenzeitlich hab ich den Geruch von leichter Minze (vielleicht täusche ich mich ja und verwechsele dies) die sehr erfrischend ist und auch für meinen Partner als angenehm empfunden wird.Fazit: Kaufempfehlung! Ich bin wirklich sehr zufrieden, dieses Produkt zu Hause zu haben und habe nach einer langen Zeit mal wieder das Gefühl, dass es meiner Haut deutlich besser geht. Ich habe trotzdem weiterhin Unreinheiten und Pickel - aber noch nie so wenig und so gut im Griff wie jetzt.Viel Spaß damit!",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Ana Carolina Carvalho,,Very good,"May 30, 2019",Very good good product and does what he promise,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",nichola goodhall,,Good product,"January 18, 2020",Good product does what it's supposed to.,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Andrea,,🔝💫,"November 15, 2019",Fantastico! Ormai non ne posso più fare a meno...quando finirà lo ricomprerò.Prodotto top. Grazie.,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Federica,,PESSIMA,"May 13, 2020","Ho aspettato un po’ prima di recensire questa crema, sperando che i risultati sarebbero stati visibili nel tempo ma purtroppo non è stato così.Io ho una pelle grassa e anziché sebonormalizzarla questa crema va ad accentuare la lucidità anziché toglierla.Dopo più di un mese di utilizzo le imperfezioni come brufoli e punti neri sono addirittura peggiorati. PESSIMO ACQUISTO. Non compratela se avete pelle grassa/mista perche non fa nulla di ciò che promette.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Dama Di Cristallo,,Pozione magica💯,"March 15, 2021","Finalmente ho trovato un prodotto valido ed EFFICACE! Non avete idea di quanti anni persi dietro a una marea di prodotti che puntualmente, nei casi “migliori” mi deludevano, nei casi “peggiori” invece mi ustionavano la pelle (prodotti ben conosciuti in farmacia). Ho iniziato questo prodotto in un momento di totale sconforto e dopo pochi giorni è avvenuta la magia!!! L’unica cosa che posso consigliare è di non utilizzarla come base trucco perché tende a non agevolare la stesura del make-up. Per il resto: TUTTA LA VITA!!!!",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Jesus Alvarez Montes,,"Nada extraordinario, un poco decepcionado.","December 14, 2019","Se siente bien en la piel, es ligero, se absorbe rápido; sin embargo, el olor puede llegar a ser desagradable y no siento que me ayude a combatir imperfecciones, he probado otros productos que tienen la misma concentración de ac. salicílico con buenos resultados y con este producto no ha sido así.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Eleonora,,Top,"February 5, 2021","La adoro. Mi era capitato di testarla in precedenza tramite campioncini e piccole dosi, ora mi sono decisa ad acquistare il flacone. Come prezzo non c'è male. La sto usando da poco più di una settimana quindi mi sembra prematuro dare opinioni a lungo termine. Senz'altro posso già dire che di questa crema apprezzo la delicatezza, si assorbe molto velocemente e non lascia la pelle unta, ha un buon odore e non è affatto grassa (attenzione se si ha la pelle di partenza un po' secca perché potrebbe peggiorare la situazione).",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",ARIANNA,,Buon prodotto anche per pelli sensibili,"February 7, 2021","Lo uso insieme al detergente della stessa linea per pelli grasse/tendenti al grasso. La texture è gelatinosa, molto leggera e sul viso si assorbe molto meglio rispetto alle classiche creme anche se rimane un pò appiccicosa. Dovrebbe essere anche idratante, ma io vi consiglio di applicare comunque una buona crema idratante al di sopra oppure, se avete paura che si possa ungere la faccia, potete mettere un siero idratante. Dovrebbe eliminare le imperfezioni ma non fa miracoli, qualche piccolo miglioramento lo si vede dopo qualche settimana di utilizzo ma nulla di eclatante. Anche questo come il detergente non presenta alcol e solo poco profumo, quindi è adatto anche a pelli sensibili.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Janealice90,,Prodotto ideale per pelli miste/grasse a tendenza acneica,"November 19, 2020","E' un prodotto ottimo per il mio problema, che si è accentuato con l'uso progressivo della mascherina. Io ho una pelle delicata e devo stare molto attenta a quale crema viso usare. Ho usato tante creme più o meno costose, ma da oggi in poi userò solo creme farmaceutiche come questa, infatti, il prodotto sta risolvendo il mio problema, senza causare nessuna irritazione al mio viso. Consigliatissimo!!!",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Marlene,,Hilft bei Akne.,"February 20, 2021","Minus 1 Stern da: Kam 2 Wochen zu spät und die Verpackung sah so aus.Aber ich muss sagen, dass es mir ABSTAND die beste Creme bei Unreinheiten ist. Ich hab mich quer durch probiert ( Clinique, Laroche, aesthetico & sonstigen Cremes vom Kosmetiker). Ich nutze die Creme + das dazugehörige Reinigungsgel + einer Creme vom Hautarzt. Mir persönlich hat es super geholfen. Meine Haut ist so gut wie ewig nicht.Ich nutze alle Produkte konsequent 2 mal täglich seit 4 Wochen.Creme zieht schnell ein und gibt einen super frischen Gefühl.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Maria,,"Buono, ma informarsi bene sulle caratteristiche.","December 8, 2020","Tutto sommato buono ma attenzione in caso di belle sensibile o secca, a me personalmente utilizzato da solo ha seccato troppo la pelle (probabilmente più indicato per pelli grasse ) . Utilizzato insieme ad un’altra crema “ricca” ha dato l’effetto desiderato, ovvero di ridurre i bruffoletti.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Jorge Valenzuela,,No me funcionó como a los demás.,"June 12, 2021","Había visto muy buenas reseñas del producto, sin embargo, lo he estado usando desde hace más de un mes y no veo mejora o cambio. Lo uso 1 ves al día aplicando 3 gotas, una en la frente y a los lados de la cara. Afortunadamente no me ha sacado más imperfecciones ni ningún otro daño a la piel, sin embargo, esperaba más de esto tomando en cuenta que a muchos les funcionaba.No digo que el producto no funcione, sino que simplemente en mí no vi cambio alguno. Tal vez sea porque lo usaba solito y no con toda la línea completa que vende Vichy.Me terminaré lo poco que queda, pero no lo compraría de nuevo.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Rosa Linda Valencia,,Mi crema favorita del momento!!,"June 8, 2020","Mi piel es mixta-grasa con tendencia a acné y esta crema ha disminuido notablemente mis brotes, la producción de sebo y me ha ayudado con las marcas que tenía. Tiene fragancia en su fórmula y aunque mi piel es sensible al estar en casi último lugar es imperceptible. Definitivamente seguiré usándola y la recomiendo completamente, mi único pero es que al usarla día y noche calculo que los 50ml que trae sólo me durarán alrededor de 2 meses, pero bueno lo vale.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Gaston,,Lo mejor de lo mejor,"May 17, 2021","Empezando por el envio, llego en un tiempo mas rapido de lo esperado y en perfectas condiciones.Lo compre principalmente por un brote de acné por estres, esto salvo mi piel en muchos aspectos. Mejoro muchisimo la textura y el tono de mi piel, seco mis granitos, incluso había unos que los secaba en una sola noche de uso, los desinflama y los hace mas pequeños, desde que lo uso casi no me salen granitos y los que me salen se seca super rapido sin dejar la marca tan oscura. Me dio muchisma luminosidad, la piel luce sana y glowy.Este producto es genial para personas que quieran introducir el acido salicílico a su rutina porque viene acompañado de otros ingredientes, entre ellos el acido hialuronico y hace que no sea un producto agresivo. Tiene un poco de aroma como a menta, viene al final de la lista de ingredientes, asique viene en muy poca cantidad.A pesar de que es producto para piel grasa, es muy hidratante, para nada deja la cara mate, ni seca, ni acartonada, de hecho no sentí que me controlara la producción de sebo, mi cara siguió siendo grasa pero sin menos imperfecciones. Una joya!",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",javier hernandez,,Excelente producto,"September 8, 2020",Me encantó el productoDesde la primera aplicaciónLa piel cambiaEn tan solo unos minutosEl productoViene bien empacadoSin ningún problemaY es original .Lo recomiendo mucho .,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Anijux,,Indispensable en tu rutina si eres de piel mixta grasa,"June 20, 2020",Excelente para pieles grasas es ligera y ayuda mucho para pieles grasas y uso en combinación con el jabón líquido de la misma línea y he visto mejoría sobre todo por el acné que me salía en mi ciclo casi desapareció o es mínimo.,https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Cliente Amazon,,Consigliato,"June 14, 2021","Ho comprato questo prodotto perché da un po di tempo sul mio viso sono comparse delle imperfezione, il prodotto è valido e svolge il suo compito, se utilizzato con costanza attenua le imperfezioni e i punti neri, in più ho molto apprezzato la consistenza, idrata e lascia una piacevole sensazione di freschezza.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Stefania,,Idrata e purifica,"August 7, 2021","È il secondo flacone che acquisto, mi sto trovando benissimo perché la mia pelle ha delle impurità soprattutto sulle guance quindi la mantiene pulita ma allo stesso tempo con un effetto idratante. Consistenza leggera e senso di freschezza, buon prezzo, consegna perfetta.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Cliente de Amazon,,Fast delivery and good product,"January 29, 2021","The product arrived earlier than expected. The only thing, that I would say, that could be improved is the package... the small glass bottle arrived in a box... while the product could perfectly be delivered in an envelop.The product itself is very good... it is very useful for people who have light acne problems and dry skin (mostly during winter).",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Ximena,,ENCANTADA,"March 7, 2021","Mi Dermatologa me lo recomendó ya que tiendo en el día ponerme muy grasosa de la cara, entonces me dio muestras para que lo probara y ME ENAMORE. Siento que si controla mi brillo aunque no demasiado, no lo siento grasoso y siento que mi hidrata muy bien. Lo único malo fue que cuando ya pedí este para seguir el tratamiento llego la caja rota y no me dio tanta confianza, pero el producto en si se ve bien. Espero si sea el original",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Miriam Kézia,,Cumpre a descrição,"August 19, 2020","Cheirinho ""verde"" suave. Testei e realmente deixa a pele sequinha após aplicação e aveludada, ainda não usei a longo prazo. Bem embalado.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",Sandra,,Excelente producto,"December 1, 2020","Me encantó este suero, se utiliza antes de la crema facial y deja una textura en la piel muy suave y ayuda con el control de brillo, además cuando me sale un granito ayuda a que se desinflame más rápido. Súper recomendado!",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
B07NQ8BVXM,"Vichy Facial Moisturizer for Acne, Normaderm Double-Action Anti-Acne Face Moisturizer for Acne-Prone Skin with Salicylic Acid, Oil-Free, Non-Comedogenic, Hypoallergenic, Paraben-Free, 50mL",xiomara,,El olor no me convenció,"December 9, 2020","No me gusto que viniera rota la caja del producto por abajo, me hace dudar de si es original o lo rellenaron. El olor del producto no me convence, aunque no he tenido alguna reacción alérgica. Si matifica e hidrata por algunas hrs. Tiene bastante producto, el botecito es de 50 ml.",https://www.amazon.ca/Vichy-Normaderm-Phytosolution-Double-Action/product-reviews/B07NQ8BVXM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4
